HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,URL,approx_year_built,cats_allowed,common_charges,community_district_num,coop_condo,date_of_sale,dining_room_type,dogs_allowed,fuel_type,full_address_or_zip_code,garage_exists,kitchen_type,maintenance_cost,model_type,num_bedrooms,num_floors_in_building,num_full_bathrooms,num_half_bathrooms,num_total_rooms,parking_charges,pct_tax_deductibl,sale_price,sq_footage,total_taxes,walk_score,listing_price_to_nearest_1000,url
3T5ZXGO9DEOFWWE1ULX63PVNEN1QZE,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:32 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:32 PST 2017,NA,NA,3TK8OJTYM1LGAK66JDYG6YO2V4PPV0,A2QSNRD55KSU15,Approved,Thu Feb 09 17:00:40 PST 2017,Thu Feb 09 17:04:38 PST 2017,Thu Feb 09 17:05:38 PST 2017,2017-02-10 01:06:11 UTC,NA,NA,238,100% (42/42),100% (42/42),100% (42/42),http://www.mlsli.com/homes-for-sale/502-Julius-Rd-College-Point-NY-11356-195084445,1987,yes,$376 ,25,condo,NA,formal,yes,gas,"502 Julius Rd,  College Point NY, 11356",NA,combo,NA,Duplex,2,2,2,1,7,NA,NA,NA,NA,"$3,280 ",64,$628 ,NA
3AXFSPQOYQYS5SJOYJJQ3W3JONFFJO,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:26 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:26 PST 2017,NA,NA,3FE2ERCCZX8LK0X9I1C2B6UUZC3OPA,A1SAMLI9AUPHEJ,Approved,Thu Feb 09 21:03:00 PST 2017,Thu Feb 09 21:07:26 PST 2017,Thu Feb 09 21:08:26 PST 2017,2017-02-10 05:09:11 UTC,NA,NA,266,100% (126/126),100% (126/126),100% (126/126),http://www.mlsli.com/homes-for-sale/51-14-Haspel-St-Elmhurst-NY-11373-182467479,1988,no,$265 ,4,condo,NA,formal,no,gas,"51-14 Haspel St,  Elmhurst NY, 11373",yes,eatin,NA,Duplex 2 Bedrooms,2,NA,1,1,5,NA,NA,NA,NA,"$3,740 ",89,$558 ,NA
3YZ7A3YHR5TT2Y9PF1FV9L3TVCES5Y,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:16 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:16 PST 2017,NA,NA,3TOK3KHVJTIWEUT9MFILBK39ZHMO7Q,AQ3TQVWVZVWYY,Approved,Thu Feb 09 17:02:27 PST 2017,Thu Feb 09 17:04:59 PST 2017,Thu Feb 09 17:05:59 PST 2017,2017-02-10 01:06:11 UTC,NA,NA,152,100% (17/17),100% (17/17),100% (17/17),http://www.mlsli.com/homes-for-sale/51-33-Goldsmith-St-Elmhurst-NY-11373-193393804,1962,no,$490 ,24,condo,NA,other,no,gas,"51-33 Goldsmith St,  Elmhurst NY, 11373",NA,eatin,NA,Malibu,1,6,1,NA,3,NA,NA,NA,663,"$3,200 ",96,$439 ,NA
3LEG2HW4UFNSZWLGRYDY4FH2MCU2FP,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:32 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:32 PST 2017,NA,NA,3MH9DQ757WCAKSO7B4YOG38RG6TGUY,A3B3W8ZOII4D0T,Approved,Thu Feb 09 16:50:07 PST 2017,Thu Feb 09 16:51:02 PST 2017,Thu Feb 09 16:52:02 PST 2017,2017-02-10 00:52:11 UTC,NA,NA,55,100% (116/116),100% (116/116),100% (116/116),http://www.mlsli.com/homes-for-sale/52-15-65th-Place-Maspeth-NY-11378-194765561,1955,no,NA,24,co-op,NA,combo,no,gas,"52-15 65th Place,  Maspeth NY, 11378",NA,efficiency,$670 ,Ridewood Gardens,2,6,1,NA,4,NA,NA,NA,NA,NA,81,$265 ,NA
3G3AJKPCXLS821HY02OAMFLGC1G4YK,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:29 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:29 PST 2017,NA,NA,323Q6SJS8IGZ16MS0LL7F3JPLJRFHX,A3S6UWT0JNCJFE,Approved,Thu Feb 09 16:59:17 PST 2017,Thu Feb 09 17:03:08 PST 2017,Thu Feb 09 17:04:08 PST 2017,2017-02-10 01:04:11 UTC,NA,NA,231,100% (17/17),100% (17/17),100% (17/17),http://www.mlsli.com/homes-for-sale/52-21-65th-Place-Maspeth-NY-11378-194766624,1955,no,NA,24,co-op,NA,combo,no,gas,"52-21 65th Place, Maspeth, NY 11378",NA,efficiency kitchen,$670 ,Ridgewood Gardens,2,6,1,NA,4,NA,NA,NA,NA,NA,81,$250 ,NA
34F34TZU7WZ84Y7CAO4JJD9UFJB2JS,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:34 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:34 PST 2017,NA,NA,3WYGZ5XF3WFZ71SMCQO3ZUIW2QRKSR,A3LCOCZQ3D7Z9Q,Approved,Thu Feb 09 17:45:47 PST 2017,Thu Feb 09 17:48:59 PST 2017,Thu Feb 09 17:49:59 PST 2017,2017-02-10 01:50:11 UTC,NA,NA,192,100% (19/19),100% (19/19),100% (19/19),http://www.mlsli.com/homes-for-sale/53-11-90th-Street-Elmhurst-NY-11373-188860541,1964,no,$448 ,29,condo,NA,combo,no,gas,"53-11 90th Street,  Elmhurst NY, 11373",NA,efficiency kitchen,NA,Empress-Elena,2,6,1,NA,4,NA,NA,NA,872,"$3,359 ",85,$698 ,NA
30U1YOGZGAWO6BOIU7XE7XRL8TCSD6,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:18 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:18 PST 2017,NA,NA,3SKEMFQBZ35HOHDDYSIYI3IVQWB8K6,A3B3W8ZOII4D0T,Approved,Thu Feb 09 13:50:21 PST 2017,Thu Feb 09 13:51:42 PST 2017,Thu Feb 09 13:52:42 PST 2017,2017-02-09 21:54:11 UTC,NA,NA,81,100% (116/116),100% (116/116),100% (116/116),http://www.mlsli.com/homes-for-sale/5-34-115-St-College-Point-NY-11356-189167482,1987,yes,$380 ,25,condo,NA,formal,yes,gas,"5-34 115 St,  College Point NY, 11356",yes,efficiency,NA,Bay Park Erstates,2,NA,2,NA,6,NA,NA,NA,NA,"$2,700 ",53,$485 ,NA
3SD15I2WD2UL1LOOU5OZTJ9HZRR36Y,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:44 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:44 PST 2017,NA,NA,33PPO7FECVF2ZHJGFX82RFHJ9K6ID0,A2YUPBJCWKEFPW,Approved,Thu Feb 09 23:06:49 PST 2017,Thu Feb 09 23:09:30 PST 2017,Thu Feb 09 23:10:30 PST 2017,2017-02-10 07:11:11 UTC,NA,NA,161,100% (6/6),100% (6/6),100% (6/6),http://www.mlsli.com/homes-for-sale/54-40-Little-Neck-Pky-Little-Neck-NY-11362-192896535,1961,yes,NA,26,co-op,NA,combo,no,gas,"54-40 Little Neck Pky,  Little Neck NY, 11362",NA,efficiency,$687 ,Large One Bedroom 1>,1,6,1,NA,3,$95 ,NA,NA,NA,NA,76,$189 ,NA
3ATYLI1PRT2MB5WHXM2GQQCXGO6JOE,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:05 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:05 PST 2017,NA,NA,3DHE4R9OCWB10GF5SKOIAKDZXGZG27,A2QSNRD55KSU15,Approved,Fri Feb 10 00:39:46 PST 2017,Fri Feb 10 00:44:06 PST 2017,Fri Feb 10 00:45:06 PST 2017,2017-02-10 08:45:11 UTC,NA,NA,260,100% (42/42),100% (42/42),100% (42/42),http://www.mlsli.com/homes-for-sale/54-40-Little-Neck-Pky-Little-Neck-NY-11362-180646715,1961,no,NA,26,co-op,NA,formal,no,gas,"54-40 Little Neck Pky,  Little Neck NY, 11362",NA,efficiency kitchen,$877 ,2 Bedroom 1 Bath,2,NA,1,NA,4,NA,NA,NA,NA,NA,76,$275 ,NA
3KL228NDMVMTUCL1ROPKMW384RGGKO,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:44 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:44 PST 2017,NA,NA,304SM51WA34YEYOS6DBA0RZ6FY1SB2,A6B85D96VN4W4,Approved,Fri Feb 10 06:58:23 PST 2017,Fri Feb 10 07:02:44 PST 2017,Fri Feb 10 07:03:44 PST 2017,2017-02-10 15:04:11 UTC,NA,NA,261,100% (9/9),100% (9/9),100% (9/9),http://www.mlsli.com/homes-for-sale/54-40-Little-Neck-Pky-Little-Neck-NY-11362-193346769,1961,yes,NA,26,co-op,NA,combo,no,gas,"54-40 Little Neck Pky, Little Neck, NY 11362",NA,efficiency,$644 ,One bedroom one bath,1,NA,1,NA,3,NA,NA,NA,NA,NA,76,$189 ,NA
3L21G7IH47WRA2KFDK58OHED0H5Y10,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:39 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:39 PST 2017,NA,NA,3ZSY5X72NXB6WDDOVTGRG1U90TLROX,A2X9FBZPEUR5EO,Approved,Thu Feb 09 18:51:33 PST 2017,Thu Feb 09 18:53:38 PST 2017,Thu Feb 09 18:54:38 PST 2017,2017-02-10 02:55:11 UTC,NA,NA,125,100% (40/40),100% (40/40),100% (40/40),http://www.mlsli.com/homes-for-sale/54-44-Little-Neck-Pky-Little-Neck-NY-11362-192924313,1961,yes,NA,26,co-op,NA,combo,no,gas,"54-44 Little Neck Pky,  Little Neck NY, 11362",NA,efficiency kitchen,$634 ,Large One Bedroom 1>,1,NA,1,NA,3,NA,NA,NA,NA,NA,76,$159 ,NA
31HLTCK4BLV7ANFDQS3RO5EPKPMGV9,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:05 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:05 PST 2017,NA,NA,3CTOC39K37QIDJ2C62QG3OMN0N6J7W,A1FB3POB4Q0CDO,Approved,Thu Feb 09 14:15:14 PST 2017,Thu Feb 09 14:16:12 PST 2017,Thu Feb 09 14:17:12 PST 2017,2017-02-09 22:18:11 UTC,NA,NA,58,100% (82/82),100% (82/82),100% (82/82),http://www.mlsli.com/homes-for-sale/55-10-102-St-Corona-NY-11368-167812332,1991,no,$280 ,25,condo,NA,combo,no,gas,"55-10 102 St,  Corona NY, 11368",NA,efficiency kitchen,NA,Duplex,1,NA,1,NA,4,NA,NA,NA,1020,"$1,860 ",89,$269 ,NA
37SOB9Z0SSX3K6RVH9U1I2REPMFL3N,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:22 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:22 PST 2017,NA,NA,3DYGAII7PL8O5CAPXE460BPUEC3PQZ,A3B3W8ZOII4D0T,Approved,Thu Feb 09 14:04:18 PST 2017,Thu Feb 09 14:05:53 PST 2017,Thu Feb 09 14:06:53 PST 2017,2017-02-09 22:08:11 UTC,NA,NA,95,100% (116/116),100% (116/116),100% (116/116),http://www.mlsli.com/homes-for-sale/56-20-175th-Pl-Fresh-Meadows-NY-11365-196168694,1955,yes,$390 ,26,condo,NA,NA,yes,oil,"56-20 175th Pl,  Fresh Meadows NY, 11365",NA,eatin,NA,Upper B,2,2,1,NA,4,NA,NA,NA,800,"$3,478 ",82,$528 ,NA
3VCK0Q0PO5EXREVJAZSXTWXWR5VN0W,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:14 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:14 PST 2017,NA,NA,3E337GFOL98XP24YE3M228GX8ATNG6,A2NMNXKCVRJEXG,Approved,Thu Feb 09 14:07:34 PST 2017,Thu Feb 09 14:15:19 PST 2017,Thu Feb 09 14:16:19 PST 2017,2017-02-09 22:17:11 UTC,NA,NA,465,100% (7/7),100% (7/7),100% (7/7),http://www.mlsli.com/homes-for-sale/57-10-244th-St-Douglaston-NY-11362-196099613,1953,yes,NA,26,co-op,NA,combo,no,oil,"57-10 244th St,  Douglaston NY, 11362",NA,eatin,"$1,022 ",Garden Style Co-op,2,2,1,NA,5,NA,NA,NA,NA,NA,76,$340 ,NA
36U4VBVNQODYMYZR1DNYRNQD8ROURU,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:18 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:18 PST 2017,NA,NA,30ZX6P7VF8VBRI560Q9L7X5FP7LJ2H,A3CA5SLHQTNDHU,Approved,Thu Feb 09 14:36:46 PST 2017,Thu Feb 09 14:38:07 PST 2017,Thu Feb 09 14:39:07 PST 2017,2017-02-09 22:39:11 UTC,NA,NA,81,100% (139/139),100% (139/139),100% (139/139),http://www.mlsli.com/homes-for-sale/57-33-Marathon-Pky-Little-Neck-NY-11362-192961876,1950,yes,NA,26,co-op,NA,NA,no,gas,"57-33 Marathon Pky,  Little Neck NY, 11362",NA,efficiency kitchen,$673 ,Upper Corner,1,2,1,NA,3,NA,30,NA,650,NA,85,$193 ,NA
37S0QRNUFBGU6WDIZ1GT4EDJL8988H,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:39 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:39 PST 2017,NA,NA,3NG53N1RLVJIZ8ATBKN6EK4UK6SP8Z,A1SAMLI9AUPHEJ,Approved,Thu Feb 09 18:30:36 PST 2017,Thu Feb 09 18:33:21 PST 2017,Thu Feb 09 18:34:21 PST 2017,2017-02-10 02:35:11 UTC,NA,NA,165,100% (126/126),100% (126/126),100% (126/126),http://www.mlsli.com/homes-for-sale/58-03-Calloway-St-Corona-NY-11368-187114096,1968,no,NA,24,co-op,NA,formal,no,gas,"58-03 Calloway St,  Corona NY, 11368",yes,eatin,$511 ,Forest Hills Chateau,NA,6,1,NA,2,$180 ,NA,NA,NA,NA,90,$149 ,NA
3PR3LXCWSFZKZ2X0C1YZK9PNWNZX92,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:27 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:27 PST 2017,NA,NA,33UKMF9319KZPKVOVZ7LAQ1ENMUTTT,A3B3W8ZOII4D0T,Approved,Thu Feb 09 16:53:21 PST 2017,Thu Feb 09 16:54:42 PST 2017,Thu Feb 09 16:55:42 PST 2017,2017-02-10 00:56:11 UTC,NA,NA,81,100% (116/116),100% (116/116),100% (116/116),http://www.mlsli.com/homes-for-sale/5804-Main-St-Flushing-NY-11355-193333035,2016,no,NA,25,condo,NA,formal,no,gas,"5804 Main St,  Flushing NY, 11355",NA,combo,NA,58 Main Manor,1,NA,1,NA,3,NA,NA,NA,622,$150 ,89,$575 ,NA
3IKMEYR0LWV3FIDUS94VKS97U8B2KR,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:34 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:34 PST 2017,NA,NA,3E337GFOL98XP24YE3M228GX8BFGNN,A2YUPBJCWKEFPW,Approved,Thu Feb 09 22:46:58 PST 2017,Thu Feb 09 22:52:34 PST 2017,Thu Feb 09 22:53:34 PST 2017,2017-02-10 06:54:11 UTC,NA,NA,336,100% (6/6),100% (6/6),100% (6/6),http://www.mlsli.com/homes-for-sale/58-04-Main-St-Flushing-NY-11355-191393250,2016,no,$315 ,25,condo,NA,other,no,gas,"58-04 Main St,  Flushing NY, 11355",NA,combo,NA,New Construction,2,4,1,NA,4,NA,NA,NA,900,$120 ,89,$699 ,NA
3HRWUH63QU2WMLHK75Y9ARTN8D6N5H,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:16 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:16 PST 2017,NA,NA,39RP059MEHTVG3BNMGFOOI00N7TBMF,A2HR7ZIX42FEPG,Approved,Thu Feb 09 14:37:57 PST 2017,Thu Feb 09 14:38:53 PST 2017,Thu Feb 09 14:39:53 PST 2017,2017-02-09 22:40:11 UTC,NA,NA,56,100% (29/29),100% (29/29),100% (29/29),http://www.mlsli.com/homes-for-sale/59-21-Calloway-St-Rego-Park-NY-11374-185734116,1968,no,NA,24,co-op,NA,formal,no,gas,"59-21 Calloway St,  Rego Park NY, 11374",NA,efficiency kitchen,$863 ,Junior 2,2,NA,2,NA,4,NA,NA,NA,NA,NA,88,$349 ,NA
3YLPJ8OXX8DJ2WROV62831E7AVM4XE,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:29 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:29 PST 2017,NA,NA,3K3R2QNK8B3V5I1ZXYSEOMM4CV69UC,A2QSNRD55KSU15,Approved,Fri Feb 10 01:26:51 PST 2017,Fri Feb 10 01:29:47 PST 2017,Fri Feb 10 01:30:47 PST 2017,2017-02-10 09:31:11 UTC,NA,NA,176,100% (42/42),100% (42/42),100% (42/42),http://www.mlsli.com/homes-for-sale/60-11-Broadway-Woodside-NY-11377-189839536,1962,yes,NA,30,co-op,NA,other,yes,oil,"60-11 Broadway,  Woodside NY, 11377",NA,eatin,$977 ,Henderson,3,7,2,NA,7,NA,NA,NA,1428,NA,94,$599 ,NA
3X7837UUADYWMZQDXQGM9QQ6VODJ6Q,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:42 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:42 PST 2017,NA,NA,3K4J6M3CXETQ5JA95ZHXG2WX94GGA3,A1SAMLI9AUPHEJ,Approved,Thu Feb 09 22:44:30 PST 2017,Thu Feb 09 22:46:34 PST 2017,Thu Feb 09 22:47:34 PST 2017,2017-02-10 06:48:11 UTC,NA,NA,124,100% (126/126),100% (126/126),100% (126/126),http://www.mlsli.com/homes-for-sale/60-30-Little-Neck-Pky-Little-Neck-NY-11362-195310648,1950,yes,NA,26,co-op,NA,formal,no,gas,"60-30 Little Neck Pky,  Little Neck NY, 11362",NA,efficiency kitchen,$695 ,Garden Apartment,1,2,1,NA,3,NA,30,NA,650,NA,68,$178 ,NA
3NKW03WTLM7B219WJYDZ4L15XLXWQU,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:21 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:21 PST 2017,NA,NA,3PH3VY7DJLXN3D8HWW1EJY9UCCXWZ1,A3CA5SLHQTNDHU,Approved,Thu Feb 09 16:29:11 PST 2017,Thu Feb 09 16:30:50 PST 2017,Thu Feb 09 16:31:50 PST 2017,2017-02-10 00:32:11 UTC,NA,NA,99,100% (139/139),100% (139/139),100% (139/139),http://www.mlsli.com/homes-for-sale/61-09-39th-Avenue-Woodside-NY-11377-187379201,1927,no,$377 ,30,condo,NA,NA,no,other,"61-09 39th Avenue,  Woodside NY, 11377",NA,eatin,NA,Woodside Court Cond>,1,NA,1,NA,3,NA,NA,NA,741,$245 ,96,$505 ,NA
37ZQELHEQ0YUUS2QZ4FVRT49U8WNM7,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:24 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:24 PST 2017,NA,NA,3ZAK8W07I4ED9ODMX29LVBLB9P1U06,A3CA5SLHQTNDHU,Approved,Thu Feb 09 15:25:38 PST 2017,Thu Feb 09 15:26:51 PST 2017,Thu Feb 09 15:27:51 PST 2017,2017-02-09 23:28:11 UTC,NA,NA,73,100% (139/139),100% (139/139),100% (139/139),http://www.mlsli.com/homes-for-sale/61-09-39th-Avenue-Woodside-NY-11377-186995790,1927,no,$398 ,30,condo,NA,NA,no,gas,"61-09 39th Avenue,  Woodside NY, 11377",NA,eatin,NA,Woodside Court Cond>,1,NA,1,NA,3,NA,NA,NA,NA,$258 ,96,$535 ,NA
3BCRDCM0ODURXJWVFBGYA5QJADCK6P,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:10 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:10 PST 2017,NA,NA,3SNVL38CI4SJ0K3QF4Y3KPEEGN3CKN,ASO4B7AUES3IL,Approved,Thu Feb 09 16:56:11 PST 2017,Thu Feb 09 16:58:04 PST 2017,Thu Feb 09 16:59:04 PST 2017,2017-02-10 00:59:11 UTC,NA,NA,113,100% (9/9),100% (9/9),100% (9/9),http://www.mlsli.com/homes-for-sale/61-15-97-St-Rego-Park-NY-11374-189910078,1962,yes,NA,28,co-op,NA,combo,yes,gas,"61-15 97 St, Rego Park NY, 11374",NA,efficiency kitchen,"$1,003 ",2 Bedroom & 2 Full,2,15,2,NA,5,$150 ,NA,NA,1150,NA,93,$379 ,NA
3RIHDBQ1NEY2KWGFW6KIM97D8WNMHX,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:07 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:07 PST 2017,NA,NA,32AT8R96GL9DAXXY64S55HRU4ITSU2,A1SAMLI9AUPHEJ,Approved,Thu Feb 09 19:26:51 PST 2017,Thu Feb 09 19:29:33 PST 2017,Thu Feb 09 19:30:33 PST 2017,2017-02-10 03:31:11 UTC,NA,NA,162,100% (126/126),100% (126/126),100% (126/126),http://www.mlsli.com/homes-for-sale/61-15-97th-St-Rego-Park-NY-11374-196321257,1962,yes,NA,28,co-op,NA,combo,yes,gas,"61-15 97th St,  Rego Park NY, 11374",yes,eatin,$648 ,Large One Bedroom,1,15,1,NA,3,$150 ,50,NA,750,NA,93,$350 ,NA
38EHZ67RIMSOK0L4C02019VCTWBGMT,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:44 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:44 PST 2017,NA,NA,3ZR9AIQJUB9ESQJ7IWI3I7NHADO406,A116EAQ6S8M9PL,Approved,Thu Feb 09 19:53:25 PST 2017,Thu Feb 09 19:59:54 PST 2017,Thu Feb 09 20:00:54 PST 2017,2017-02-10 04:01:11 UTC,NA,NA,389,100% (53/53),100% (53/53),100% (53/53),http://www.mlsli.com/homes-for-sale/61-20-Grand-Central-Pky-Forest-Hills-NY-11375-192084468,1967,yes,NA,28,co-op,NA,combo,yes,gas,"61-20 Grand Central Pky,  Forest Hills NY, 1137",NA,efficiency ktchen,$995 ,One Bedroom,1,15,1,NA,3,$150 ,NA,NA,900,NA,55,$190 ,NA
3VQTAXTYN3LB6RI25G18R8L9Q5LUBH,310F0WGLWJ9S9EY8QG59KVO3KZZTLH,Find Information about Housing To Help a Student Project -- Very easy,Got to a link and copy information into the HIT,NA,$0.05 ,Thu Feb 09 11:58:11 PST 2017,1,BatchId:2682081;OriginalHitTemplateId:920937336;,900,60,Thu Feb 16 11:58:11 PST 2017,NA,NA,3NLZY2D53PPYERVR5MBZJUGA928LQ3,A3CA5SLHQTNDHU,Approved,Thu Feb 09 16:21:18 PST 2017,Thu Feb 09 16:22:58 PST 2017,Thu Feb 09 16:23:58 PST 2017,2017-02-10 00:24:11 UTC,NA,NA,100,100% (139/139),100% (139/139),100% (139/139),http://www.mlsli.com/homes-for-sale/61-20-Grand-Central-Pky-Forest-Hills-NY-11375-196087439,1964,yes,NA,28,co-op,NA,formal,yes,gas,"61-20 Grand Central Pky,  Forest Hills NY, 11375",NA,efficiency kitchen,"$1,265 ",The Fairview,2,15,1,NA,4,NA,NA,NA,1000,NA,55,$319 ,NA
